name,category,price,color,sizes,details,style,about,picture,web
adidas by Stella McCartney,ADIZERO ADIOS S. Sneakers,$180.00,Core Black/Solar Green/Cream,"['3.5', '4', '4.5', '5.5', '7', '7.5', '8', '8.5', '9']","['Fabric: Mesh', 'Raised animal print', 'Neon green accent', 'Jogger sneakers', 'Rounded toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",ASTEL31388,"In 2005 Stella McCartney and adidas teamed up to transform activewear through great design, playful prints, and a contagious sense of energy. Stella McCartney translates her signature tailoring and soft femininity into sleek high-performance fabrics and functional details, creating pieces that work hard and hold their own on a jog down a city street. From tennis dresses to yoga tops, running gear to ski pants, adidas by Stella McCartney brings inspiration to an oft-neglected corner of a woman?™s closet.                            See all  adidas by Stella McCartney reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/astel/astel3138814eda/astel3138814eda_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//adizero-adios-sneaker-adidas-by/vp/v=1/1561320197.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=14EDA
adidas by Stella McCartney,Adizero Adios Sneakers,$110.00,Core White/Stone/Core Black,['8'],"['Fabric: Knit', 'Cushioned footbed', 'Mesh sock', 'Jogger sneakers', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",ASTEL31049,"In 2005 Stella McCartney and adidas teamed up to transform activewear through great design, playful prints, and a contagious sense of energy. Stella McCartney translates her signature tailoring and soft femininity into sleek high-performance fabrics and functional details, creating pieces that work hard and hold their own on a jog down a city street. From tennis dresses to yoga tops, running gear to ski pants, adidas by Stella McCartney brings inspiration to an oft-neglected corner of a woman?™s closet.                            See all  adidas by Stella McCartney reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/astel/astel3104989579/astel3104989579_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//adizero-adios-sneakers-adidas-by/vp/v=1/1582536376.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=89579
Yuul Yie,Adora Mules,$340.00,White/Brown Python/Metallic,"['35.5', '36', '36.5', '37.5', '38', '38.5', '39', '39.5', '40', '41']","['Leather: Cowhide', 'Multi-textured panels', 'Pigskin lining', 'Silver-tone sculpted heel', 'Lightly padded footbed', 'Mules', 'Pointed toe', 'Rubber heel patch at leather sole', 'Imported, Korea', 'This item cannot be gift-boxed']",YUULY30031,"Already a social media sensation (and we definitely see why), Korean footwear line Yuul Yie delivers the perfect balance between glamour and wearability. The label's sleek pumps come finished with chunky low heels and sculptural silhouettes that (bonus!) you can actually walk in. Crafted in luxe Italian leather, every pair of Yuul Yie pumps?”from slingbacks to sandals?”is a unique blend of eclectic, of-the-moment details and fully functional style. A little bit offbeat and a little bit runway, Yuul Yie shoes will have you feeling ready to take on even the most mundane of Mondays.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/yuuly/yuuly300311512d/yuuly300311512d_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//adora-mules-yuul-yie/vp/v=1/1546192253.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1512D
Isabel Marant,Adree Sandals,$244.50,Black/Silver,['41'],"['Leather: Calfskin', 'Leather: Lambskin', 'Bow detail on vamp', 'Metallic leather finish', 'Chunky heel', 'Buckle at ankle', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",ISMAR30215,"As a teenager, Isabel Marant restyled military jackets and raided her father's sweater collection to stock her own wardrobe, showing her first streak of rebellion against conventional style?”and foreshadowing her future as a cult-favorite designer. In 1989, the 22-year-old launched her first knitwear label, Twen, and 3 years later, the Isabel Marant clothing collection followed. In love with clothing and materials that lived and moved, Marant?™s aim is to style real women with real lives. (To that end, she never lets a piece leave her studio without trying it on herself.) A champion of both traditional skills and handmade quality, Marant?™s iconic status in the canon of Parisian designers remains unequaled?”and irrevocably ingrained in the story of modern fashion.                            See all  Isabel Marant reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismar/ismar3021512a90/ismar3021512a90_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//adree-sandal-isabel-marant/vp/v=1/1596012275.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12A90
Dr. Martens,Adrian Tassel Loafers,$130.00,Black,"['5', '6', '7', '8', '9']","['Leather: Cowhide', 'Tassel accents', 'Slip-resistant AirWair sole', 'Loafers', 'Platform profile', 'Rounded toe', 'PVC sole', 'Imported, Thailand', 'This item cannot be gift-boxed']",DRMAR30288,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar302881071c/drmar302881071c_q1_2-1._UX357_QL90_.jpg,https://www.shopbop.com//adrian-tassel-loafer-dr-martens/vp/v=1/1501389878.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Trademark,Adrien Tie Mules,$278.60,Chocolate Brown,"['36', '36.5', '38.5', '39']",null,null,"Pookie and Louisa Burch, stepdaughters of Tory Burch, launched their label Trademark in 2014, becoming an instant fashion industry favorite. Trademark shoes are inspired by powerful women and retro styling to create an assortment of covetable mules and ??0s-style bedroom slippers. With eccentric colorways and unexpected details adding warmth and playfulness to streamlined silhouettes, Trademark mules and heels catch the imagination by combining a vintage vibe with a modern spirit.                            See all  Trademark reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/trmrk/trmrk3001610727/trmrk3001610727_q1_2-1._UX357_QL90_.jpg,https://www.shopbop.com//adrien-tie-mules-trademark/vp/v=1/1581206230.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10727
Stuart Weitzman,Adrienne Sandals,$197.50,Black,"['4.5', '9.5']","['Leather: Calfskin', 'Patent leather', 'Strappy silhouette', 'Stiletto heel', 'Buckle at ankle', 'Open toe', 'Leather sole', 'Made in Spain', 'This item cannot be gift-boxed']",STUAR21027,"Stuart Weitzman set out for a career on Wall Street, but his natural eye for beauty, attention to detail, and technical expertise led him instead to shoe design. Weitzman worked for his father's company, which he took over in 1965, and has since forged a tradition of chic pumps to stylish  boots and studded stilettos. Crafted in sumptuous leathers and suede, Stuart Weitzman shoes embody both high quality and artistic excellence.                            See all  Stuart Weitzman reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/stuar/stuar210271071c/stuar210271071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//adrienne-sandal-stuart-weitzman/vp/v=1/1535485934.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Clergerie,Aero Sneakers,$390.00,Noir/Natural,"['35.5', '36', '37', '38', '39']","['Fabric: Woven raffia', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Imported, Morocco', 'This item cannot be gift-boxed']",RCLDB30105,"Clergerie footwear was founded in 1981 by Robert Clergerie, a visionary master shoemaker. By combining his passion for shoe design with heritage quality, Clergerie established himself as one of the preeminent craftsmen of his time. Best known for innovative takes on classic profiles and sculptural, architecture-inspired silhouettes, Clergerie shoes still reflect the design principles on which the brand was built: creativity, quality, and savoir-faire.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rcldb/rcldb3010538103/rcldb3010538103_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//aero-sneaker-robert-clergerie/vp/v=1/1524195606.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=38103
Sorel,After Hours Lace Up Boots,$75.00,Quarry,['5.5'],"['Leather: Cowhide', 'Waterproof leather', 'Antiqued hardware', 'Wedge heel', 'Lace-up at front', 'Rounded toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",SOREL20216,"Born from the desire to make a boot that delivered explorers comfortably into the splendor of the great unknown, Sorel has created footwear for the fearless since 1962. Luxurious materials and flawless construction are awakened by designs that defy, invigorate, and surprise, offering fashionably bold, unapologetically daring, and beautifully brave silhouettes. From sweet sneakers for sultry summer days to boots that turn heads while tackling the tundra, Sorel clads fashion-forward feet for every season.                            See all  Sorel reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sorel/sorel2021623866/sorel2021623866_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//after-hours-lace-boot-sorel/vp/v=1/1513332118.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=23866
Maryam Nassir Zadeh,Agatha Slides,$287.00,Neon,"['36.5', '39.5']","['Fabric: Woven vinyl', 'Leather lining', 'Slip-on style', 'Chunky heel', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MZADE30151,"After graduating from the Rhode Island School of Design at 22, designer Maryam Nassir Zadeh launched her first clothing line in Los Angeles. Wanting to learn more about technical design, she moved to NYC in 2006 to take an intensive course in fashion studies at Parsons, and in 2008 she opened her brick-and-mortar boutique. Maryam Nassir Zadeh shoes and sandals evoke a simplicity of style that is original and classic?”and well on its way to becoming an icon of modern street style.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mzade/mzade3015123646/mzade3015123646_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//agatha-slide-maryam-nassir-zadeh/vp/v=1/1594160568.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=23646
Soludos,Agave Smoking Slippers,$42.50,Sand,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']","['Fabric: Canvas', 'Embroidered cocktail design', 'Braided jute footbed and trim', 'Espadrilles', 'Flat profile', 'Rounded toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",SOLUD40863,"Based on the traditional espadrilles that have been sold in the markets and on the beaches of the Mediterranean for centuries, Soludos shoes have long been treasured for their classic style, comfort, and flexibility. The natural, eco-friendly jute sole and the cotton upper create a shoe that breathes with every step, making Soludos espadrilles perfect for the beach, the city, and everywhere in between.                            See all  Soludos reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solud/solud4086310099/solud4086310099_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//agave-smoking-slippers-soludos/vp/v=1/1578958277.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10099
Ancient Greek Sandals,Aglaia Slides,$122.50,Platinum,"['35', '37', '38', '39', '40', '41']","['Leather: Cowhide', 'Metallic leather', 'Slide sandals', 'Wedge heel', 'Buckle at toe', 'Open toe', 'Rubber sole', 'Made in Greece', 'This item cannot be gift-boxed']",AGSAN30294,"Ancient Greek Sandals are handmade by craftsmen using traditional Grecian techniques that have existed for centuries. A pared-down, feminine aesthetic distinguishes each pair, and the natural tanned leather ages to a unique patina with time and wear. Founders Christina Marini and Nikolas Minoglou developed modern concepts for an established family-run shoemaker in 2006. With Ancient Greek Sandals as their own brand's name, Christina and Nikolas?™s love for Ancient Greece and its history comes across in name and tradition.                            See all  Ancient Greek Sandals reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agsan/agsan3029410815/agsan3029410815_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//aglaia-slide-ancient-greek-sandals/vp/v=1/1596867872.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10815
Joie,Aglet Pumps,$298.00,Camel,"['35', '35.5', '37', '37.5', '38', '38.5', '39', '40', '41']","['Leather: Kidskin', 'Gold-tone hardware', 'Chunky heel', 'Zip at heel and buckle at ankle', 'Pointed toe', 'Leather sole', 'Imported, China', 'This item cannot be gift-boxed']",JOIEA42616,"Since its inception in 2001, Joie has become a highly sought-after contemporary brand that appeals to fashion-minded women around the globe. Chic, understated Joie tops and dresses are inspired by the casual, yet sophisticated Southern California way of life, drawing influence from vintage creations while keeping a fresh, modern point of view. The Joie concept has always been ?œcasual, comfortable and luxurious,??and each piece of Joie clothing effortlessly balances these three elements.                            See all  Joie reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/joiea/joiea4261612408/joiea4261612408_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//aglet-pump-joie/vp/v=1/1574866662.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12408
Tabitha Simmons,Aida Mules,$193.50,Red,['37'],"['Fabric: Moire', 'Chiffon bow accent', 'Mules', 'Pointed toe', 'Rubber heel patch at leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",TSIMM30047,"A former model and stylist for Calvin Klein and Alexander McQueen, UK-born shoe designer Tabitha Simmons and her namesake label have been raking in accolades, including a British Fashion Award, since 2009. Critics and patrons alike have fallen in love with Simmons?™s simultaneous commitment to comfort and quality, realized thanks to her close relationship with her production team of skilled artisans in Italy. Typically featuring playful, statement-making embellishments that nod to everything from medieval tapestries to modern activewear, Tabitha Simmons shoes will make all the other pairs in your closet jealous.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/tsimm/tsimm30047102d9/tsimm30047102d9_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//aida-mule-tabitha-simmons/vp/v=1/1586554104.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=102D9
